"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Yelki, 2251. Sk. NO:20 / AA, 35310 Güzelbahçe/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","4461839698712738574","Güzelbahçe","false","TR","0x4ae363cfad0b522b:0x3deba390ee823b0e",,"https://lh5.googleusercontent.com/p/AF1QipPHdbKklEAnxb04_NNr-_yvOEbu_N0a32na--O7=w408-h425-k-no","2","false","/g/11wfs928t5","38.3415702","26.8639786","Yelki","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","Closed","Sunday","Closed","false","+90 850 474 2802","+908504742802","ChIJK1ILrc9j40oRDjuC7pCj6z0","35310",,"11","8",,,,,,"2024-12-13T09:46:07.982Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","2251. Sk. NO:20 / AA",,"false","Dr. Dt. Ezgi GÜRSOY TAN","5","https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20Ezgi%20G%C3%9CRSOY%20TAN&query_place_id=ChIJK1ILrc9j40oRDjuC7pCj6z0","https://www.doktorsitesi.com/ezgi-gursoy-tan/dis-hekimi/izmir"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Siteler, Mithatpaşa Cd. No:585/A, 35310 Güzelbahçe/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","10965768498654799477","Güzelbahçe","false","TR","0x14bbeb6e081336c3:0x982e3c59b37ce675",,"https://lh5.googleusercontent.com/p/AF1QipNaNB3dt0oq887QgMTAKYA769rIeVb2I4JAuJ9t=w408-h272-k-no","15","false","/g/11vxgm_bpx","38.3751023","26.8735335","Siteler","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 232 335 12 86","+902323351286","ChIJwzYTCG7ruxQRdeZ8s1k8Lpg","35310",,"18","75",,,,,,"2024-12-13T09:46:07.982Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Mithatpaşa Cd. No:585/A",,"false","Dentgroup İzmir-Güzelbahçe","5","https://www.google.com/maps/search/?api=1&query=Dentgroup%20%C4%B0zmir-G%C3%BCzelbah%C3%A7e&query_place_id=ChIJwzYTCG7ruxQRdeZ8s1k8Lpg","https://dentgroup.com.tr/izmir-guzelbahce-dis-klinigi"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,"true",,,,,,,,"true",,,"Yalı, Mithatpaşa Cd. 120/A, 35310 Güzelbahçe/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1499498815998499528","Güzelbahçe","false","TR","0x14bbc1ff63a287c7:0x14cf4a3a7cb59ac8",,"https://lh5.googleusercontent.com/p/AF1QipOELTxuCSWRHHp0DxAHK4Ge705ZoNJI3XF5U9Yb=w408-h306-k-no","13","false","/g/11f54n3jlj","38.3780019","26.8905974","Yalı","Monday","9:30 AM to 7:30 PM","Tuesday","9:30 AM to 7:30 PM","Wednesday","9:30 AM to 7:30 PM","Thursday","9:30 AM to 7:30 PM","Friday","9:30 AM to 7:30 PM","Saturday","9:30 AM to 7:30 PM","Sunday","Closed","false","+90 538 636 86 57","+905386368657","ChIJx4eiY__BuxQRyJq1fDpKzxQ","35310",,"19","30",,,,,,"2024-12-13T09:46:07.982Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Mithatpaşa Cd. 120/A",,"false","Özel Gürsel Köksal Ağız ve Diş Sağlığı Polikliniği","3.9","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20G%C3%BCrsel%20K%C3%B6ksal%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJx4eiY__BuxQRyJq1fDpKzxQ","http://gurselkoksaldental.com/"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"Maltepe, Mithatpaşa Cd. No:255, 35310 Güzelbahçe/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1970032328414472656","Güzelbahçe","false","TR","0x14bbc3815cdcb2a9:0x1b56f5f70b2e29d0",,"https://lh5.googleusercontent.com/p/AF1QipNmPc90dbKmeMPZekmc4anrd6Z0vXt6wyJtFhRe=w408-h272-k-no","28","false","/g/11jg1pqntt","38.379038","26.902919","Maltepe","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","10:30 AM to 3 PM","Sunday","Closed","false","+90 555 095 77 65","+905550957765","ChIJqbLcXIHDuxQR0CkuC_f1Vhs","35310",,"41","24","22","0","1","0","1","2024-12-13T09:46:09.403Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Mithatpaşa Cd. No:255",,"false","Smile Station Turkey","4.7","https://www.google.com/maps/search/?api=1&query=Smile%20Station%20Turkey&query_place_id=ChIJqbLcXIHDuxQR0CkuC_f1Vhs","http://www.smilestation.com.tr/"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"no:197, Mithatpaşa Cd., 35310 Güzelbahçe/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","4505930147145860656","Güzelbahçe","false","TR","0x14bbc33dae345513:0x3e8847986b5a4630",,"https://lh5.googleusercontent.com/p/AF1QipNhFpRqHUGJ8OOkJ8IKlN6BWI2LRvBZei9NmFir=w408-h244-k-no","16","false","/g/11kq4pyn7w","38.3799127","26.9074848","no:197","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 538 281 87 98","+905382818798","ChIJE1U0rj3DuxQRMEZaa5hHiD4","35310",,"42","81","80","1","0","0","0","2024-12-13T09:46:09.403Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Mithatpaşa Cd.",,"false","OCB Dental Clinic","5","https://www.google.com/maps/search/?api=1&query=OCB%20Dental%20Clinic&query_place_id=ChIJE1U0rj3DuxQRMEZaa5hHiD4","https://www.ocbdentalclinic.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18028695003610137395"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"Yeşilova, 4032. Sk., 35080 Bornova/İzmir, Türkiye","Dental clinic","Dental implants provider","Dentist",,,,,,,,"Dental clinic","9399288700983756","Bornova","false","TR","0x14b97ce0583f2ba7:0x21649a7029d9cc",,"https://lh5.googleusercontent.com/p/AF1QipNnmq2pmMw3nHm_8qoiIdhSwcJCp0hi_5HQRCqg=w408-h272-k-no","27","false","/g/1tn_wn9z","38.4408179","27.2011976","Yeşilova","Monday","9:30 AM to 7:30 PM","Tuesday","9:30 AM to 7:30 PM","Wednesday","9:30 AM to 7:30 PM","Thursday","9:30 AM to 7:30 PM","Friday","9:30 AM to 7:30 PM","Saturday","9:30 AM to 5 PM","Sunday","Closed","false","+90 501 344 35 36","+905013443536","ChIJpys_WOB8uRQRzNkpcJpkIQA","35080",,"1","1310",,,,,,"2024-12-13T09:46:10.958Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","4032. Sk.","DentLeon Ağız Diş Sağlığı İmplant Polikliniği Bornova","false","Ozel Bornova Agiz ve Dis Sagligi Poliklinigi","5","https://www.google.com/maps/search/?api=1&query=Ozel%20Bornova%20Agiz%20ve%20Dis%20Sagligi%20Poliklinigi&query_place_id=ChIJpys_WOB8uRQRzNkpcJpkIQA","https://dentleon.com/"
"true",,,,,,,,,"true",,,,,"true",,,,,,"true",,,,"true",,,,,,,,,,,,,,"Kozağaç, Özmen Cd. No:3, 35390 Buca/İzmir, Türkiye","Dental clinic","Dental implants periodontist","Dental implants provider","Dental radiology","Dentist","Endodontist","Orthodontist","Pediatric dentist","Periodontist","Teeth whitening service","Dental clinic","16467289458658918739","Buca","false","TR","0x14b962002a6f6cdb:0xe4879083e4e64153",,"https://lh5.googleusercontent.com/p/AF1QipNobgt27IF9dPZMgVUp81UZPpdscj08lr-Gyo18=w408-h306-k-no","8","false","/g/11g6nbt7n2","38.382116","27.1760391","Kozağaç","Monday","9 AM to 11:30 PM","Tuesday","9 AM to 11:30 PM","Wednesday","9 AM to 11:30 PM","Thursday","9 AM to 11:30 PM","Friday","9 AM to 11:30 PM","Saturday","9 AM to 11:30 PM","Sunday","9 AM to 11:30 PM","false","+90 232 420 22 00","+902324202200","ChIJ22xvKgBiuRQRU0Hm5IOQh-Q","35390",,"3","964",,,,,,"2024-12-13T09:46:10.958Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","Özmen Cd. No:3",,"false","Özel Avrupadent Buca Üçkuyular Ağız ve Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Avrupadent%20Buca%20%C3%9C%C3%A7kuyular%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ22xvKgBiuRQRU0Hm5IOQh-Q","http://www.avrupadent.com.tr/"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"Gazi Osman Paşa, 5546. Sk. NO:6/A, 35090 Bornova/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","14478152848339203850","Bornova","false","TR","0x14b97dc705586231:0xc8ecbb4e9911770a",,"https://lh5.googleusercontent.com/p/AF1QipPsBb_vEiaDBKyXUzx6q-J-61zkBoH2PKYp8B8W=w408-h513-k-no","18","false","/g/11ft8q7y_g","38.4329871","27.1986498","Gazi Osman Paşa","Monday","10 AM to 11 PM","Tuesday","10 AM to 11 PM","Wednesday","10 AM to 11 PM","Thursday","10 AM to 11 PM","Friday","10 AM to 11 PM","Saturday","11 AM to 11 PM","Sunday","11 AM to 10 PM","false","+90 555 187 13 51","+905551871351","ChIJMWJYBcd9uRQRCncRmU677Mg","35090",,"10","34",,,,,,"2024-12-13T09:46:10.959Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","5546. Sk. NO:6/A",,"false","Dt. Gamze Gergük | Zirkonyum İzmir İmplant Diş doktoru Diş hekimi Yeşilova","4.6","https://www.google.com/maps/search/?api=1&query=Dt.%20Gamze%20Gerg%C3%BCk%20%7C%20Zirkonyum%20%C4%B0zmir%20%C4%B0mplant%20Di%C5%9F%20doktoru%20Di%C5%9F%20hekimi%20Ye%C5%9Filova&query_place_id=ChIJMWJYBcd9uRQRCncRmU677Mg","https://dtgamzegerguk.com/"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"Kozağaç, 256. Sk. 3/A, 35390 Buca/İzmir, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","318861455545833650","Buca","false","TR","0x14bbdf553731bb77:0x46cd2cdee5f98b2",,"https://lh6.googleusercontent.com/p0geOLsYKNgMf244tCDadqR8_0lEBTZYbawGaYksI9x06BKNssZJ3MvA0j2-87qk=w408-h306-k-no","9","false","/g/11bycl27l8","38.3828898","27.1696118","Kozağaç","Monday","9 AM to 10:30 PM","Tuesday","9 AM to 10:30 PM","Wednesday","9 AM to 10:30 PM","Thursday","9 AM to 10:30 PM","Friday","9 AM to 10:30 PM","Saturday","9 AM to 10:30 PM","Sunday","11 AM to 7 PM","false","+90 232 438 58 58","+902324385858","ChIJd7sxN1XfuxQRsphf7s3SbAQ","35390",,"11","49",,,,,,"2024-12-13T09:46:10.959Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","256. Sk. 3/A",,"false","Özel Buca Dent Ağız ve Diş Sağlığı Polikliniği","3.8","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Buca%20Dent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJd7sxN1XfuxQRsphf7s3SbAQ","http://bucadent.com.tr/"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"Mersinli Mh., 2800. Sk. No:2, 35110 Çınarlı / Konak/Konak/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","5002887960892838124","Çınarlı / Konak/Konak","false","TR","0x14b9629fdd1e94f5:0x456dd418101890ec",,"https://lh5.googleusercontent.com/p/AF1QipOLiUAekoT3svjT3mnGxpHglJPNsjk-rcFWCEoU=w408-h306-k-no","25","false","/g/11gzd8thp","38.4394664","27.1741291","Mersinli Mh.","Monday","8:30 AM to 4:30 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 4:30 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 4:30 PM","Saturday","Closed","Sunday","Closed","false","+90 232 435 70 73","+902324357073","ChIJ9ZQe3Z9iuRQR7JAYEBjUbUU","35110",,"12","179",,,,,,"2024-12-13T09:46:10.959Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","2800. Sk. No:2","Bornova Ağız Ve Diş Sağlığı Merkezi","false","Bornova Oral and Dental Health Center","3","https://www.google.com/maps/search/?api=1&query=Bornova%20Oral%20and%20Dental%20Health%20Center&query_place_id=ChIJ9ZQe3Z9iuRQR7JAYEBjUbUU","https://bornovaadsm.saglik.gov.tr/"
"true",,,,,,,,,,"true",,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,"Barbaros, 5301/2 sokak No 4B, 35090 Bornova/İzmir, Türkiye","Dental clinic","Pediatric dentist","Teeth whitening service",,,,,,,,"Dental clinic","427478205977266691","Bornova","false","TR","0x14b963477571f9e3:0x5eeb529d87f0a03",,"https://lh5.googleusercontent.com/p/AF1QipNit62VMLQPbh3O9ckT38DxmEoGrKGtk8gDDjOY=w408-h544-k-no","14","false","/g/11vb9jmyh8","38.4359384","27.1820492","Barbaros","Monday","10 AM to 11 PM","Tuesday","10 AM to 11 PM","Wednesday","10 AM to 11 PM","Thursday","10 AM to 11 PM","Friday","10 AM to 11 PM","Saturday","10 AM to 11 PM","Sunday","10 AM to 11 PM","false","+90 501 122 29 39","+905011222939","ChIJ4_lxdUdjuRQRAwp_2Cm17gU","35090",,"18","188",,,,,,"2024-12-13T09:46:10.959Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","5301/2 sokak No 4B",,"false","Denta Bien Ağız Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=Denta%20Bien%20A%C4%9F%C4%B1z%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ4_lxdUdjuRQRAwp_2Cm17gU","http://www.dentabienclinic.com/"
"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,"Halkapınar, Mahall Bomonti B Blok no 203, Mürselpaşa Blv. No:172 D:4, 35220 Konak/İzmir, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","14596084514583342419","Konak","false","TR","0x14bbd859d55f3259:0xca8fb5885b51ed53",,"https://lh5.googleusercontent.com/p/AF1QipPR8nllJ4nCWdA0UY9izRC2pyMGr0WB8uhmZesK=w408-h544-k-no","116","false","/g/11cshv6h2t","38.4345859","27.1625872","Halkapınar","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 530 290 47 87","+905302904787","ChIJWTJf1VnYuxQRU-1RW4i1j8o","35220",,"24","259","234","1","20","1","3","2024-12-13T09:46:11.941Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","Mahall Bomonti B Blok no 203, Mürselpaşa Blv. No:172 D:4",,"false","Çocuk Dişleri Uzmanı Nalan Kolcuoğlu","4.6","https://www.google.com/maps/search/?api=1&query=%C3%87ocuk%20Di%C5%9Fleri%20Uzman%C4%B1%20Nalan%20Kolcuo%C4%9Flu&query_place_id=ChIJWTJf1VnYuxQRU-1RW4i1j8o","http://disperim.com/"
"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,"true",,,"Menderes, Seyfi Demirsoy Cd. 13 B, 35370 Buca/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1142268059589203673","Buca","false","TR","0x14bbd8aee678bc4f:0xfda26bf8a16d6d9",,"https://lh5.googleusercontent.com/p/AF1QipMse8vkbQ17PgjfAdvAn4rAQPmD6QSUX2Zed7fF=w408-h544-k-no","36","false","/g/11bxg0vwp6","38.3915033","27.1658296","Menderes","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 6:30 PM","Sunday","Closed","false","+90 232 452 74 52","+902324527452","ChIJT7x45q7YuxQR2dYWir8m2g8","35370",,"25","107","82","5","20","0","0","2024-12-13T09:46:11.941Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","Seyfi Demirsoy Cd. 13 B","Dent Km - Buca Diş Kliniği","false","Special Km Dent Oral and Dental Health Clinic","4.2","https://www.google.com/maps/search/?api=1&query=Special%20Km%20Dent%20Oral%20and%20Dental%20Health%20Clinic&query_place_id=ChIJT7x45q7YuxQR2dYWir8m2g8","http://www.dentkm.com/"
,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Göksu, Yazar, Gazeteci Yazar İsmail Sivri Blv No:338/A, 35380 Buca/İzmir, Türkiye","Dental clinic","Dental implants periodontist","Dental implants provider","Dental radiology","Dentist","Endodontist","Orthodontist","Pediatric dentist","Periodontist","Teeth whitening service","Dental clinic","17471632447006204273","Buca","false","TR","0x14bbdf11f72a7875:0xf277b52451fe6171",,"https://lh5.googleusercontent.com/p/AF1QipMDxdbteum4zeGvDnL6gWeUZagCPS-cO3Cj8FAK=w408-h544-k-no","3","false","/g/11bychfhcr","38.3629217","27.1494411","Göksu","Monday","9 AM to 11 PM","Tuesday","9 AM to 11 PM","Wednesday","9 AM to 11 PM","Thursday","9 AM to 11 PM","Friday","9 AM to 11 PM","Saturday","9 AM to 11 PM","Sunday","Closed","false","+90 232 260 22 22","+902322602222","ChIJdXgq9xHfuxQRcWH-USS1d_I","35380",,"30","293","284","7","1","1","0","2024-12-13T09:46:11.941Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","Yazar, Gazeteci Yazar İsmail Sivri Blv No:338/A",,"false","Özel Avrupadent Gediz Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Avrupadent%20Gediz%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJdXgq9xHfuxQRcWH-USS1d_I","http://www.avrupadent.com.tr/"
"true",,,,,,,,,,"true",,,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,"Alsancak, Mimar Sinan Mahallesi, Mimar Sinan Caddesi, No:23 Kat:4 Daire:8 Trt Karşısı, 35100 Konak/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","2201647847969761355","Konak","false","TR","0x14bbd9396c7fab1d:0x1e8dd30d8abda84b",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GMGDnZRvqy8mIzVsasmGdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.02808&pitch=0&thumbfov=100","2","false","/g/11h7rp6gwc","38.4312723","27.1500143","Alsancak","Monday","10 AM to 5:30 PM","Tuesday","10 AM to 5:30 PM","Wednesday","10 AM to 5:30 PM","Thursday","10 AM to 5:30 PM","Friday","10 AM to 5:30 PM","Saturday","10 AM to 5:30 PM","Sunday","Closed","false","+90 532 518 00 92","+905325180092","ChIJHat_bDnZuxQRS6i9ig3TjR4","35100",,"38","37","35","0","2","0","0","2024-12-13T09:46:11.941Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","Mimar Sinan Mahallesi, Mimar Sinan Caddesi, No:23 Kat:4 Daire:8 Trt Karşısı",,"false","Diş Hekimi İlke Kardelen - Ağız ve Diş Sağlığı","4.8","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20%C4%B0lke%20Kardelen%20-%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1&query_place_id=ChIJHat_bDnZuxQRS6i9ig3TjR4","https://www.turkhekimleri.com/dtilkekardelen/dis-hekimi/izmir"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Kozağaç Mah., Özmen Cad., No: 7, Kat: 2, Daire: 4, 35390 Buca, Türkiye","Dentist","Medical clinic",,,,,,,,,"Dentist","10141680358290411153","Buca","true","TR","0x14b961ff8804f3a3:0x8cbe7c8d8d74ce91",,"https://lh3.googleusercontent.com/032C_vfi_MDkzaO5hI58ApFX5M7bUCPCIi7-PTCLfoOzHpVL0KYCMLaYSlmtzpM=w408-h306-k-no","5","false","/g/11fhkg8fcm","38.3821544","27.1757008","Kozağaç","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 232 420 77 08","+902324207708","ChIJo_MEiP9huRQRkc50jY18vow","35390",,"49","1","1","0","0","0","0","2024-12-13T09:46:12.847Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","Kozağaç Mah., Özmen Cad., No: 7, Kat: 2, Daire: 4",,"false","Diş Hekimi Salih Özbülbül","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Salih%20%C3%96zb%C3%BClb%C3%BCl&query_place_id=ChIJo_MEiP9huRQRkc50jY18vow","https://www.doktortakvimi.com/salih-ozbulbul/dis-hekimi/buca"
"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Yeşilova, 4174. Sk No:31 D:1, 35080 Bornova/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14663067489085684879","Bornova","false","TR","0x14b962e853fedf71:0xcb7dae316c87fc8f",,"https://lh5.googleusercontent.com/p/AF1QipNWDEllJr22skf1QJTeONpoxeS_SnJCFjiL3JF3=w408-h306-k-no","7","false","/g/1hc34lv53","38.430518","27.202649","Yeşilova","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 4 PM","Sunday","Closed","false","+90 232 467 35 99","+902324673599","ChIJcd_-U-hiuRQRj_yHbDGufcs","35080",,"53","63","52","2","8","1","0","2024-12-13T09:46:12.847Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.264677907437477,13z?hl=en","diş hekimleri","İzmir","4174. Sk No:31 D:1","Tamdent Ağız ve Diş Sağlığı Polikliniği","false","Dr. Leyla Aydin","4.4","https://www.google.com/maps/search/?api=1&query=Dr.%20Leyla%20Aydin&query_place_id=ChIJcd_-U-hiuRQRj_yHbDGufcs","http://tamdent.com/"
