"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,,"true",,,,,"true",,,"true",,,"true",,,"true",,,,,"İncili Pınar, Hotel, Altı, Nail Bilen Cd. No: 2/A, 27090 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","6375479257549497195","Şehitkamil","false","TR","0x1531e1447bf80fcf:0x587a409b231be36b",,"https://lh5.googleusercontent.com/p/AF1QipMgbH1bYM76CzGudOUZW7yY4UrUEhUhsFlU8Q2Y=w408-h544-k-no","67","false","/g/11tclxgz1b","37.070274","37.367069","İncili Pınar","Monday","12 to 8 PM","Tuesday","12 to 8 PM","Wednesday","12 to 8 PM","Thursday","12 to 8 PM","Friday","12 to 8 PM","Saturday","12 to 8 PM","Sunday","Closed","false","+90 537 835 80 45","+905378358045","ChIJzw_4e0ThMRURa-MbI5tAelg","27090",,"26","53","49","1","3","0","0","2024-12-13T09:44:10.307Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.379261699999994,16z?hl=en","diş hekimleri","Gaziantep","Hotel, Altı, Nail Bilen Cd. No: 2/A",,"false","Arslan Dent","4.8","https://www.google.com/maps/search/?api=1&query=Arslan%20Dent&query_place_id=ChIJzw_4e0ThMRURa-MbI5tAelg","https://arslanklinik.com/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Mevlana, 99 Nolu Cd. No:9, 27620 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","11479088337286667177","Şehitkamil","false","TR","0x1531e393ace13bc1:0x9f4dea06214d1ba9",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=THMLfFTuZHr9X8XDxKtKdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.206455&pitch=0&thumbfov=100","47","false","/g/11q2tr4m99","37.090992","37.380867","Mevlana",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJwTvhrJPjMRURqRtNIQbqTZ8","27620",,"13","17",,,,,,"2024-12-13T09:44:12.274Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.10394772977534,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","99 Nolu Cd. No:9",,"false","Dt. Halil İbrahim Yula, Diş Hekimi","4.7","https://www.google.com/maps/search/?api=1&query=Dt.%20Halil%20%C4%B0brahim%20Yula%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJwTvhrJPjMRURqRtNIQbqTZ8","https://www.doktortakvimi.com/halil-ibrahim-yula/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=251939&utm_content=website"
"true",,,,,,,,"true",,,,,,,,,,"true",,,,,"true",,,"Değirmiçem, saliha cahit apartmanı, Fevzi Çakmak Blv. no:64/A, 27090 Şehitkamil/Gaziantep, Türkiye","Community health centre","Dentist",,,,,,,,,"Community health centre","10312726818574973947","Şehitkamil","false","TR","0x1531e1c4bc1b6213:0x8f1e2a66fece3bfb",,"https://lh5.googleusercontent.com/p/AF1QipNEvt-8H7WUJPXKudqcZ8q8uN9ZjM3pcsJy86B1=w408-h725-k-no","14","false","/g/11nyfx5gcg","37.0706445","37.3594774","Değirmiçem","Monday","8:30 AM to 6 PM","Tuesday","8:30 AM to 6 PM","Wednesday","8:30 AM to 6 PM","Thursday","8:30 AM to 6 PM","Friday","8:30 AM to 6 PM","Saturday","8:30 AM to 3 PM","Sunday","Closed","false","+90 342 909 19 01","+903429091901","ChIJE2IbvMThMRUR-zvO_mYqHo8","27090",,"20","15",,,,,,"2024-12-13T09:44:12.274Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.10394772977534,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","saliha cahit apartmanı, Fevzi Çakmak Blv. no:64/A",,"false","Diş Hekimi Derya Bulut ERALP","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Derya%20Bulut%20ERALP&query_place_id=ChIJE2IbvMThMRUR-zvO_mYqHo8","https://www.doktortakvimi.com/derya-bulut-eralp/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=240788&utm_content=post_book_now"
,,,,,,,,,,,,,,,,,,"true",,,,,,,,"Bey, Çınarlı Sk. No:27010, 27010 Şahinbey/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","1449874924200025051","Şahinbey","false","TR","0x1531e1adea4d6495:0x141efd8fd1b05bdb",,"https://lh5.googleusercontent.com/p/AF1QipPuVQNisKUqL8MplNsWeuxu-11xuyviDqFjloQ6=w408-h408-k-no","1","false","/g/11vcxhylp7","37.0636406","37.3772125","Bey",,,,,,,,,,,,,,,"false",,,"ChIJlWRN6q3hMRUR21uw0Y_9HhQ","27010",,"17","1",,,,,,"2024-12-13T09:44:17.395Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.39642668408498,16z?hl=en","diş hekimleri","Gaziantep","Çınarlı Sk. No:27010",,"false","Dt. Serdar Yıldız, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Serdar%20Y%C4%B1ld%C4%B1z%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJlWRN6q3hMRUR21uw0Y_9HhQ","https://www.doktortakvimi.com/serdar-yildiz-2/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=147128&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"25 Aralık, Hamdi Kutlar Cd. No:144, 27100 Şahinbey/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","17840640280199744815","Şahinbey","false","TR","0x1531e6a50fdfd52d:0xf796afcfa2d4cd2f",,"https://lh5.googleusercontent.com/p/AF1QipNp42SCS9dXFKR1XNtAb5uiVZaWh60hWggHR-l1=w408-h408-k-no","15","false","/g/11dxb19n0r","37.0642365","37.3956704","25 Aralık","Monday","8 AM to 12 AM","Tuesday","8 AM to 12 AM","Wednesday","8 AM to 12 AM","Thursday","8 AM to 12 AM","Friday","8 AM to 12 AM","Saturday","8 AM to 12 AM","Sunday","11 AM to 10 PM","false","+90 342 211 99 10","+903422119910","ChIJLdXfD6XmMRURL83Uos-vlvc","27100",,"18","317",,,,,,"2024-12-13T09:44:17.395Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.39642668408498,16z?hl=en","diş hekimleri","Gaziantep","Hamdi Kutlar Cd. No:144",,"false","Deva Ağız ve Diş Sağlığı Polikliniği","4.7","https://www.google.com/maps/search/?api=1&query=Deva%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJLdXfD6XmMRURL83Uos-vlvc","https://www.devadis.com.tr/"
,,,,,,,,,,,,,,,,,,"true",,,"true",,"true",,,"Mevlana, 99 Nolu Cd. No:9, 27620 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","6331375458507507778","Şehitkamil","false","TR","0x1531e5cb7cedc071:0x57dd906f37f74842",,"https://lh5.googleusercontent.com/p/AF1QipOve7bjGTjmrlJxd3W6FpRPCtN4i8oQlO_RSgfT=w408-h491-k-no","33","false","/g/11q9td9zzy","37.0909935","37.3808686","Mevlana","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 552 603 27 73","+905526032773","ChIJccDtfMvlMRURQkj3N2-Q3Vc","27620",,"4","0",,,,,,"2024-12-13T09:44:19.219Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.09024238651689,37.379261699999994,16z?hl=en","diş hekimleri","Gaziantep","99 Nolu Cd. No:9",,"false","Diş Hekimi Enes MUNİS",,"https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Enes%20MUN%C4%B0S&query_place_id=ChIJccDtfMvlMRURQkj3N2-Q3Vc","http://www.instagram.com/dtenesmunis"
"true",,,,,,,"true",,,,,,,,,,,"true",,,,,,,,"Sarıgüllük, 27060 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Dental implants periodontist","Dental implants provider","Pediatric dentist",,,,,,,"Dental clinic","14350876130464230749","Şehitkamil","false","TR","0x1531e1ffac369399:0xc7288dce73f3ed5d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d_0wrzfiQnp5ecYMqlVm5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.26648&pitch=0&thumbfov=100","1","false","/g/11f6xsfzsl","37.0650464","37.3543828","Sarıgüllük","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 342 338 50 60","+903423385060","ChIJmZM2rP_hMRURXe3zc86NKMc","27060",,"8","13",,,,,,"2024-12-13T09:44:20.017Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep",,,"false","Dentarmoni","4.9","https://www.google.com/maps/search/?api=1&query=Dentarmoni&query_place_id=ChIJmZM2rP_hMRURXe3zc86NKMc","http://www.dentarmoni.com/"
,,,,,,,,,,,,,,,,,,"true",,,,,,,,"Değirmiçem, Beyazköşk Apt, Prof. Muammer Aksoy Blv. 73/B, 27090 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","17271616085352854446","Şehitkamil","false","TR","0x1531e1b7730c878d:0xefb11b52186133ae",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7G9ueWjXqhXDacw-rp-34w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.28397&pitch=0&thumbfov=100","1","false","/g/11h1mf8411","37.066894","37.3631432","Değirmiçem",,,,,,,,,,,,,,,"false","+90 342 336 00 36","+903423360036","ChIJjYcMc7fhMRURrjNhGFIbse8","27090",,"11","2",,,,,,"2024-12-13T09:44:20.018Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Beyazköşk Apt, Prof. Muammer Aksoy Blv. 73/B",,"false","Uzm. Dr. Dt. Cihan Cem Gürbüz","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dr.%20Dt.%20Cihan%20Cem%20G%C3%BCrb%C3%BCz&query_place_id=ChIJjYcMc7fhMRURrjNhGFIbse8","http://www.cihancemgurbuz.com/"
,,,,,,,,,,,,,,,,,"true",,,"true","true",,"true",,"true","Sarıgüllük, dide apartmanı girişi, İshak Rafet Isıtman Cd. No:3, 27060 Şehitkamil/Gaziantep, Türkiye","Dentist","Dental clinic","Dental hygienist","Dental implants periodontist","Emergency dental service","Pediatric dentist",,,,,"Dentist","7546353563103434771","Şehitkamil","false","TR","0x1531e167e8d585b1:0x68ba089556489813",,"https://lh5.googleusercontent.com/p/AF1QipPKwwJqaHzn-pBLB8mafy2i3V9D__DfuglhhyCK=w408-h544-k-no","10","false","/g/11y6d11687","37.0654183","37.3587233","Sarıgüllük","Monday","8 AM to 7 PM","Tuesday","8 AM to 7 PM","Wednesday","8 AM to 7 PM","Thursday","8 AM to 7 PM","Friday","8 AM to 7 PM","Saturday","8 AM to 3 PM","Sunday","Closed","false","+90 538 465 75 93","+905384657593","ChIJsYXV6GfhMRURE5hIVpUIumg","27060",,"13","6",,,,,,"2024-12-13T09:44:20.018Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","dide apartmanı girişi, İshak Rafet Isıtman Cd. No:3",,"false","Erkam avci diş kliniği","5","https://www.google.com/maps/search/?api=1&query=Erkam%20avci%20di%C5%9F%20klini%C4%9Fi&query_place_id=ChIJsYXV6GfhMRURE5hIVpUIumg","https://www.instagram.com/dt.erkam_avci?igsh=MTE2Nnh2ZTRlM3A3dA=="
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Sarıgüllük, Fevzi Çakmak Blv. No:27/A, 27000 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","15757597352396521574","Şehitkamil","false","TR","0x1531e1654f1c7049:0xdaae3b4dff3b0066",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pDKFHBNoB41ETOYwuHgTcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.47694&pitch=0&thumbfov=100","1","false","/g/11t7_pqs8j","37.067251","37.360672","Sarıgüllük",,,,,,,,,,,,,,,"false",,,"ChIJSXAcT2XhMRURZgA7_007rto","27000",,"17","1",,,,,,"2024-12-13T09:44:20.018Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Fevzi Çakmak Blv. No:27/A",,"false","Dt. Nafi Akın","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Nafi%20Ak%C4%B1n&query_place_id=ChIJSXAcT2XhMRURZgA7_007rto","https://www.doktortakvimi.com/nafi-akin/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=134834&utm_content=url_appointment"
,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Binevler, Asiye Özbilge Sitesi, Abdulkadir Aksu Blv. No:93 A A Blok, 27560 Şahinbey/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","16104293566881402910","Şahinbey","false","TR","0x1531e1125fbbfe07:0xdf7df1acc493101e",,"https://lh5.googleusercontent.com/p/AF1QipMPo6otP48NGaS69mZdQxDzrLy6hQ_geuhbo_J_=w408-h544-k-no","10","false","/g/11khsl1yz8","37.0520782","37.3282585","Binevler",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJB_67XxLhMRURHhCTxKzxfd8","27560",,"8","4",,,,,,"2024-12-13T09:44:22.356Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.04912635674154,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Asiye Özbilge Sitesi, Abdulkadir Aksu Blv. No:93 A A Blok",,"false","Dt. Ökkeş Karaduman, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20%C3%96kke%C5%9F%20Karaduman%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJB_67XxLhMRURHhCTxKzxfd8","https://www.doktortakvimi.com/okkes-karaduman/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=162842&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,"true",,,"Binevler, Üniversite Blv. No: 220 A İç kapı no : 22, 27000 Şahinbey/Gaziantep, Türkiye","Dental clinic","Pediatric dentist",,,,,,,,,"Dental clinic","16791742934699413851","Şahinbey","false","TR","0x1531e1f1cdcf57fb:0xe908413b8e6f115b",,"https://lh5.googleusercontent.com/p/AF1QipO26ZzQLEi9ZvY4yMCqbc_yCTXmVKe4y_D_coyO=w408-h306-k-no","14","false","/g/11pvbg54lj","37.0457631","37.3272923","Binevler","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 12 AM","Saturday","8:30 AM to 4 PM","Sunday","Closed","false","+90 342 360 00 20","+903423600020","ChIJ-1fPzfHhMRURWxFvjjtBCOk","27000",,"11","16",,,,,,"2024-12-13T09:44:22.356Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.04912635674154,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Üniversite Blv. No: 220 A İç kapı no : 22",,"false","DENTAREN Ağız ve Diş Sağlığı Polikliniği | Gaziantep","4.5","https://www.google.com/maps/search/?api=1&query=DENTAREN%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20%7C%20Gaziantep&query_place_id=ChIJ-1fPzfHhMRURWxFvjjtBCOk","https://www.dentaren27.com/"
,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,"Binevler, Üniversite Blv. no:220/A İç kapı no: 22, 27070 Şahinbey/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","5640463175009315361","Şahinbey","false","TR","0x1531e13f2d7564e3:0x4e46f35f8b1a2a21",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TV9mNF-eyTCmrSBwT5JhKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.80106&pitch=0&thumbfov=100","2","false","/g/11qqvd5569","37.0457697","37.3273674","Binevler",,,,,,,,,,,,,,,"false","+90 850 333 0388","+908503330388","ChIJ42R1LT_hMRURISoai1_zRk4","27070",,"20","0",,,,,,"2024-12-13T09:44:22.356Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.04912635674154,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Üniversite Blv. no:220/A İç kapı no: 22",,"false","Dt. Sade Nur Özkaraman, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Sade%20Nur%20%C3%96zkaraman%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ42R1LT_hMRURISoai1_zRk4","https://www.doktortakvimi.com/sade-nur-ozkaraman/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=247299&utm_content=website"
"true",,,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Gazi, Estedent Ağız Ve Diş Sağlığı Polikliniği, Ali Nadi Ünler Blv. No:9/A, 27010 Şehitkamil/Gaziantep, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","5459820309008313427","Şehitkamil","false","TR","0x1531e132daa73ebd:0x4bc52da4c7e76c53",,"https://lh5.googleusercontent.com/p/AF1QipMTT7dZEBkzIjQ1vtBFZIHr18XIqiSzKf3E3VE=w426-h240-k-no","3","false","/g/11ny571mzr","37.0663779","37.3538277","Gazi","Monday","9 AM to 5:30 PM","Tuesday","9 AM to 5:30 PM","Wednesday","9 AM to 5:30 PM","Thursday","9 AM to 5:30 PM","Friday","9 AM to 5:30 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 552 330 32 12","+905523303212","ChIJvT6n2jLhMRURU2znx6QtxUs","27010",,"35","13","12","0","1","0","0","2024-12-13T09:44:22.609Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Estedent Ağız Ve Diş Sağlığı Polikliniği, Ali Nadi Ünler Blv. No:9/A",,"false","Dr. Dt. Zeynep Özkalender","4.7","https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20Zeynep%20%C3%96zkalender&query_place_id=ChIJvT6n2jLhMRURU2znx6QtxUs","https://www.doktortakvimi.com/zeynep-ozkalender/cocuk-dis-hekimligi-pedodonti/gaziantep"
,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Sarıgüllük, Fevzi Çakmak Blv. No:27/A, 27060 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","6845292089877056947","Şehitkamil","false","TR","0x1531e1231fb3f8c9:0x5eff5ce348e9cdb3",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pDKFHBNoB41ETOYwuHgTcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.37695&pitch=0&thumbfov=100","1","false","/g/11rzfxsg1g","37.0672493","37.360672","Sarıgüllük",,,,,,,,,,,,,,,"false",,,"ChIJyfizHyPhMRURs83pSONc_14","27060",,"38","1","1","0","0","0","0","2024-12-13T09:44:22.609Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Fevzi Çakmak Blv. No:27/A",,"false","Dt. Özge Sultan Şahin, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20%C3%96zge%20Sultan%20%C5%9Eahin%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJyfizHyPhMRURs83pSONc_14","https://www.doktortakvimi.com/ozge-sultan-sahin/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=126584&utm_content=website"
"true",,,,,,,"true",,,,,,,,,,,"true",,,,,,,,"Nil otel, Alleben Mahallesi Atatürk Bulvarı No:26 /A Öğretmen evi kavşağı, çapraz karşısı, 27010 Şahinbey/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","5612335514952554320","Şahinbey","false","TR","0x1531e12d8fdaec8f:0x4de3056a590e5750",,"https://lh5.googleusercontent.com/p/AF1QipOAe-RCgQkUBZqeSe-8pi9aVKQK-uakUdDgRvk-=w408-h240-k-no-pi-20-ya139-ro-0-fo100","6","false","/g/11n7jn0801","37.0624401","37.3749429","Alleben","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 5:30 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 506 999 81 61","+905069998161","ChIJj-zajy3hMRURUFcOWWoF400","27010",,"39","17","13","0","4","0","0","2024-12-13T09:44:22.609Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Nil otel, Alleben Mahallesi Atatürk Bulvarı No:26 /A Öğretmen evi kavşağı, çapraz karşısı",,"false","Dental Tasarım Merkezi - DTM klinik","4.1","https://www.google.com/maps/search/?api=1&query=Dental%20Tasar%C4%B1m%20Merkezi%20-%20DTM%20klinik&query_place_id=ChIJj-zajy3hMRURUFcOWWoF400","http://instagram.com/dtmklinik"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"23 Nisan, Üniversite Blv. Uzay Apartmanı No:221/D, 27000 Şahinbey/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","6332239030793977123","Şahinbey","false","TR","0x1531e12364fc270d:0x57e0a1d94f56bd23",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2GJDVNegK6vNSPKsBIJFmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.02528&pitch=0&thumbfov=100","3","false","/g/11tmlgtvnf","37.0513382","37.3347511","23 Nisan",,,,,,,,,,,,,,,"false",,,"ChIJDSf8ZCPhMRURI71WT9mh4Fc","27000",,"49","0",,,,,,"2024-12-13T09:44:24.006Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.04912635674154,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Üniversite Blv. Uzay Apartmanı No:221/D",,"false","Dt. Oğuzhan Doğan, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20O%C4%9Fuzhan%20Do%C4%9Fan%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJDSf8ZCPhMRURI71WT9mh4Fc","https://www.doktortakvimi.com/oguzhan-dogan-4/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=267420&utm_content=website"
,,,,,,,,,,,,,,,,,,"true",,,,,,,,"Değirmiçem, Fevzi Çakmak Blv. No:50/B, 27090 Şehitkamil/Gaziantep, Türkiye","Dentist","Dental clinic","Dental implants provider","Oral surgeon","Pediatric dentist",,,,,,"Dentist","6141781650160470194","Şehitkamil","false","TR","0x1531e17f105624f1:0x553bfddec9d3c8b2",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7eWJiQ03IxNt2b8tQIkUvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.395903&pitch=0&thumbfov=100","6","false","/g/11vc5nj051","37.0677815","37.3609222","Değirmiçem","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 12 PM","Sunday","Closed","false","+90 555 688 71 89","+905556887189","ChIJ8SRWEH_hMRURssjTyd79O1U","27090",,"42","2","2","0","0","0","0","2024-12-13T09:44:25.162Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Fevzi Çakmak Blv. No:50/B",,"false","Ersin İldeş Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Ersin%20%C4%B0lde%C5%9F%20Di%C5%9F%20Hekimi&query_place_id=ChIJ8SRWEH_hMRURssjTyd79O1U","http://www.ersinildes.com/"
