"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,"Gmk Blv. Güvenevler mh. No:292 İçel apt. K:1 D:9, Pozcu, 33140 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","8083904702147013527","Yenişehir","false","TR","0x1527f358638f2115:0x702fcc7f09952b97",,"https://lh5.googleusercontent.com/p/AF1QipMo0zrzVxdkOCjCXbxVTLBWSGeKiGFU3sHfG_Tt=w426-h240-k-no","4","false","/g/1tdj6rzw","36.7837012","34.5959637","Güvenevler","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 545 334 04 33","+905453340433","ChIJFSGPY1jzJxURlyuVCX_ML3A","33140",,"62","20","18","0","0","0","2","2024-12-13T09:44:33.042Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gmk Blv. Güvenevler mh. No:292 İçel apt. K:1 D:9, Pozcu","DİŞ HEKİMİ İLYAS ERKUT YILMAZ","false","Dr. Ilyas Erkut Yilmaz","4.7","https://www.google.com/maps/search/?api=1&query=Dr.%20Ilyas%20Erkut%20Yilmaz&query_place_id=ChIJFSGPY1jzJxURlyuVCX_ML3A","https://www.dentareform.com/"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler mah. 1947 sok. Optima iş merkezi No:25/1 kat:3/7, 33140 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","1332690487976046015","Yenişehir","false","TR","0x1527f55c3c13dbe7:0x127eaaf01b5aadbf",,"https://lh5.googleusercontent.com/p/AF1QipP6RhPOi2Qk1AGnU9TeGoQaPCBS-A_mTlpzqvpt=w408-h544-k-no","17","false","/g/11p5nwls30","36.7866377","34.5821579","Güvenevler","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","10 AM to 4 PM","Sunday","Closed","false","+90 545 161 38 46","+905451613846","ChIJ59sTPFz1JxURv61aG_CqfhI","33140",,"63","15","15","0","0","0","0","2024-12-13T09:44:33.042Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Güvenevler mah. 1947 sok. Optima iş merkezi No:25/1 kat:3/7",,"false","Diş hekimi Rüyan Genç TUNÇ","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20hekimi%20R%C3%BCyan%20Gen%C3%A7%20TUN%C3%87&query_place_id=ChIJ59sTPFz1JxURv61aG_CqfhI","http://mersindisdoktor.com/"
,,"true",,"false",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"İnönü, Pozcu Akbank Üstü Ak Apartmanı, Gazi Mustafa Kemal Blv. Kat:2 No:9, 33130 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","12852558837925142152","Yenişehir","false","TR","0x1527f3640d3e8b0d:0xb25d762ad555de88",,"https://lh5.googleusercontent.com/p/AF1QipPTKSqPF7ZvT1sZzzmcpHp1_o6S9RpVcBjLQP8T=w426-h240-k-no","11","false","/g/11fmmwckls","36.7830298","34.5953022","İnönü","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 850 433 4018","+908504334018","ChIJDYs-DWTzJxURiN5V1Sp2XbI","33130",,"65","26","23","0","3","0","0","2024-12-13T09:44:33.042Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Pozcu Akbank Üstü Ak Apartmanı, Gazi Mustafa Kemal Blv. Kat:2 No:9",,"false","Ortodonti Uzmanı Burak Aksu","4.5","https://www.google.com/maps/search/?api=1&query=Ortodonti%20Uzman%C4%B1%20Burak%20Aksu&query_place_id=ChIJDYs-DWTzJxURiN5V1Sp2XbI","https://www.doktorsitesi.com/uzm-dr-dt-burak-aksu/dis-hekimi/mersin"
"true",,,,,"true",,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,,,"Dumlupınar, Gazi Mustafa Kemal Blv. No: 425, 33160 Yenişehir/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","5235244312153337376","Yenişehir","false","TR","0x15278b308f8f9ee1:0x48a752f6e248ae20",,"https://lh5.googleusercontent.com/p/AF1QipMYDjfDUef1SqmUmaAgtEco6-10IEoP5wxxwZHN=w408-h271-k-no","8","false","/g/1q6742g6m","36.7804645","34.5870128","Dumlupınar","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","10 AM to 2 PM","Sunday","Closed","false","+90 324 328 72 01","+903243287201","ChIJ4Z6PjzCLJxURIK5I4vZSp0g","33160",,"66","153","116","2","34","1","0","2024-12-13T09:44:33.042Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi Mustafa Kemal Blv. No: 425","Akamer Özel Ağız Diş Sağlığı Polikliniği","false","Akamine's Oral Health","4.1","https://www.google.com/maps/search/?api=1&query=Akamine's%20Oral%20Health&query_place_id=ChIJ4Z6PjzCLJxURIK5I4vZSp0g","http://akamer.net/"
"true",,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,"İnönü, tuluğ apartmanı, Kushimoto Sk., 33130 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","13183569096411425400","Yenişehir","true","TR","0x1527f4a8820453fb:0xb6f5723e5f6baa78",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GHUPhhdpYXKi40wc14pC_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.71178&pitch=0&thumbfov=100","1","false","/g/11f130w10s","36.7829808","34.5950506","İnönü","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 530 777 61 26","+905307776126","ChIJ-1MEgqj0JxUReKprXz5y9bY","33130",,"68","11","9","0","2","0","0","2024-12-13T09:44:33.042Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","tuluğ apartmanı, Kushimoto Sk.",,"false","UZMAN DİŞHEKİMİ Mehmet Emin Örük","4.3","https://www.google.com/maps/search/?api=1&query=UZMAN%20D%C4%B0%C5%9EHEK%C4%B0M%C4%B0%20Mehmet%20Emin%20%C3%96r%C3%BCk&query_place_id=ChIJ-1MEgqj0JxUReKprXz5y9bY","https://instagram.com/uzm.dt.mehmeteminoruk?utm_medium=copy_link"
,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler Mahallesi 1919 Sk. Medikal Plaza Kat:8, 33140 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","12351258513719485731","Yenişehir","false","TR","0x1527f5f93ece3e9d:0xab687c2daf44e523",,"https://lh5.googleusercontent.com/p/AF1QipMXqKlQVno9eTQjKYC3PB1Y0vDIQL5WBCuYsxTd=w408-h408-k-no","4","false","/g/11mtgrz153","36.7862524","34.5931173","Güvenevler",,,,,,,,,,,,,,,"false","+90 850 474 1729","+908504741729","ChIJnT7OPvn1JxURI-VEry18aKs","33140",,"69","7","7","0","0","0","0","2024-12-13T09:44:33.042Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Güvenevler Mahallesi 1919 Sk. Medikal Plaza Kat:8",,"false","Diş Hekimi Şule Erden","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20%C5%9Eule%20Erden&query_place_id=ChIJnT7OPvn1JxURI-VEry18aKs","https://www.doktorsitesi.com/dt-sule-erden/dis-hekimi/mersin"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"İnönü, s:, 1406. Sk. No:1. K D:3 D 9, 33130 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","16319073495055094642","Yenişehir","false","TR","0x1527f50914ea86a1:0xe278fee1b0405372",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rs21bYSRI9bqhFMdLDfOaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.10068&pitch=0&thumbfov=100","2","false","/g/11w1p__jbp","36.7801179","34.5935902","İnönü","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","+90 532 615 27 45","+905326152745","ChIJoYbqFAn1JxURclNAsOH-eOI","33130",,"75","1","1","0","0","0","0","2024-12-13T09:44:33.042Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","s:, 1406. Sk. No:1. K D:3 D 9",,"false","B&G Dent","5","https://www.google.com/maps/search/?api=1&query=B%26G%20Dent&query_place_id=ChIJoYbqFAn1JxURclNAsOH-eOI","https://www.bgdent.com.tr/"
"true",,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler, Gazi Mustafa Kemal Blv. No:308, 33140 Yenişehir/Mersin, Türkiye","Doctor","Dental clinic",,,,,,,,"Doctor","15417888077836881127","Yenişehir","false","TR","0x1527f4a500000001:0xd5f75784f2328ce7",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0ps3bhoBRL3efrdHTF7s_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.3649&pitch=0&thumbfov=100","3","false","/g/11fct4k0mj","36.7831364","34.5943333","Güvenevler","Monday","8:30 AM to 6:30 PM","Tuesday","8:30 AM to 6:30 PM","Wednesday","8:30 AM to 6:30 PM","Thursday","8:30 AM to 6:30 PM","Friday","8:30 AM to 6:30 PM","Saturday","8:30 AM to 2:30 PM","Sunday","Closed","false","+90 324 999 39 34","+903249993934","ChIJAQAAAKX0JxUR54wy8oRX99U","33140",,"81","7","5","0","2","0","0","2024-12-13T09:44:35.552Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi Mustafa Kemal Blv. No:308",,"false","Dentpark Mersin Ağız ve Diş Sağlığı Polikliniği","3.9","https://www.google.com/maps/search/?api=1&query=Dentpark%20Mersin%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJAQAAAKX0JxUR54wy8oRX99U","https://www.dishekimiserkandurmus.com/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler, 1901. Sk. no:25 kat:2 D:3, 33140 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","9435715965068256363","Yenişehir","false","TR","0x1527f30c1e6829f5:0x82f265ad7b60246b",,"https://lh5.googleusercontent.com/p/AF1QipNUnSFvwI2LEvZ3H-_AXMZX-doT6whwZYoHig8x=w408-h306-k-no","20","false","/g/1wrmhp4n","36.7832579","34.5933355","Güvenevler",,,,,,,,,,,,,,,"false","+90 324 232 20 72","+903242322072","ChIJ9SloHgzzJxURayRge61l8oI","33140",,"82","7","5","0","2","0","0","2024-12-13T09:44:35.553Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","1901. Sk. no:25 kat:2 D:3",,"false","Dr. Kenan Altan","3.9","https://www.google.com/maps/search/?api=1&query=Dr.%20Kenan%20Altan&query_place_id=ChIJ9SloHgzzJxURayRge61l8oI","https://www.doktortakvimi.com/kenan-altan/dis-hekimligi/mersin"
,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,"Gazi, Özler, Gazi Mustafa Kemal Blv. No: 351 apartmanı Kat 2/4, 33130 Yenişehir/Mersin, Türkiye","Orthodontist","Dental clinic","Dentist",,,,,,,"Orthodontist","10322272719096958872","Yenişehir","false","TR","0x1527f3d5592be1cb:0x8f401459287acf98",,"https://lh5.googleusercontent.com/p/AF1QipOFceweOOYufnd2TOusrbO7RsdPPKFcvI0RH2Fh=w408-h306-k-no","13","false","/g/11tdqgbg66","36.7840369","34.5982183","Gazi","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 1:30 PM","Sunday","Closed","false","+90 546 506 50 06","+905465065006","ChIJy-ErWdXzJxURmM96KFkUQI8","33130",,"87","74","74","0","0","0","0","2024-12-13T09:44:35.553Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Özler, Gazi Mustafa Kemal Blv. No: 351 apartmanı Kat 2/4",,"false","Uzm. Dr. Caner Büyükkaya (Dijital Ortodonti, Mersin Diş teli, Mersin Ortodontist, Mersin Şeffaf plak, Genel Dişhekimliği)","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dr.%20Caner%20B%C3%BCy%C3%BCkkaya%20(Dijital%20Ortodonti%2C%20Mersin%20Di%C5%9F%20teli%2C%20Mersin%20Ortodontist%2C%20Mersin%20%C5%9Eeffaf%20plak%2C%20Genel%20Di%C5%9Fhekimli%C4%9Fi)&query_place_id=ChIJy-ErWdXzJxURmM96KFkUQI8","http://canerbuyukkaya.com/"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler, pozcu kitapsan üstü, Gazi Mustafa Kemal Blv. Akdeniz Apt, Mersin şehir Kat:2 No: 6, 33000 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","14169715277058261424","Akdeniz","false","TR","0x14d80b3816c7815f:0xc4a4f0f8597bc1b0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=No9g4Is93KmY5H3lBtiNfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.02322&pitch=0&thumbfov=100","2","false","/g/11hzjz0css","36.7832014","34.5945364","Güvenevler",,,,,,,,,,,,,,,"false",,,"ChIJX4HHFjgL2BQRsMF7WfjwpMQ","33000",,"88","1","1","0","0","0","0","2024-12-13T09:44:35.553Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","pozcu kitapsan üstü, Gazi Mustafa Kemal Blv. Akdeniz Apt, Mersin şehir Kat:2 No: 6",,"false","Dt. Süleyman Çetinkaya","5","https://www.google.com/maps/search/?api=1&query=Dt.%20S%C3%BCleyman%20%C3%87etinkaya&query_place_id=ChIJX4HHFjgL2BQRsMF7WfjwpMQ","https://www.doktorsitesi.com/dt-suleyman-cetinkaya/dis-hekimi/mersin"
"true",,,,,,"true",,,,,,,,,"true",,,,"true",,,,,,,,,,,"true",,"G.M.K. Bulvarı No: 355 Eren Apt. Kat:2, D:4, 33100 Yenişehir, Türkiye","Orthodontist","Dental clinic","Dentist",,,,,,,"Orthodontist","15322111727766169865","Yenişehir","false","TR","0x1527f3e73464ca6d:0xd4a3136fb6596909",,"https://lh5.googleusercontent.com/p/AF1QipN26aIDoBeVO927eupR6N-1jCpAgIJDOwolSW8=w408-h244-k-no","15","false","/g/11h239fzwj","36.7838349","34.5975358","Gazi","Monday","8 AM to 6 PM","Tuesday","8 AM to 6 PM","Wednesday","8 AM to 6 PM","Thursday","8 AM to 6 PM","Friday","8 AM to 6 PM","Saturday","8 AM to 2:30 PM","Sunday","Closed","false","+90 324 325 32 23","+903243253223","ChIJbcpkNOfzJxURCWlZtm8To9Q","33100",,"93","52","52","0","0","0","0","2024-12-13T09:44:35.554Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","G.M.K. Bulvarı No: 355 Eren Apt. Kat:2, D:4",,"false","Mersin Ortodontist Fatih CENGİZ, Invisalign, Ortodonti Uzmanı Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Mersin%20Ortodontist%20Fatih%20CENG%C4%B0Z%2C%20Invisalign%2C%20Ortodonti%20Uzman%C4%B1%20Di%C5%9F%20Hekimi&query_place_id=ChIJbcpkNOfzJxURCWlZtm8To9Q","https://drfatihcengiz.com/"
,,"true",,"false",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"İnönü, Gazi Mustafa Kemal Blv. No:403, 33130 Yenişehir/Mersin, Türkiye","Dentist","Doctor",,,,,,,,"Dentist","3562243033140629408","Yenişehir","false","TR","0x1527f4a8d27a990f:0x316fa12a41f50fa0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mPfY1HuLALzxa48KagNdiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.08463&pitch=0&thumbfov=100","2","false","/g/11c5vm2w_3","36.7819379","34.5917582","İnönü",,,,,,,,,,,,,,,"false","+90 531 473 41 20","+905314734120","ChIJD5l60qj0JxURoA_1QSqhbzE","33130",,"94","2","1","0","0","1","0","2024-12-13T09:44:35.554Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi Mustafa Kemal Blv. No:403",,"false","Diş Hekimi Salih HAZIR","4","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Salih%20HAZIR&query_place_id=ChIJD5l60qj0JxURoA_1QSqhbzE","http://dtsalihhazir33.wixsite.com/salihhazir"
,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Gazi, Gazi mah. Gmk Bulvarı Eren Ap, Gazi Mustafa Kemal Blv. No:269 D:355/3, 33130 Yenişehir/Mersin, Türkiye","Dental clinic","Dentist",,,,,,,,"Dental clinic","7022352620149098490","Yenişehir","false","TR","0x1527f38b72cdec9b:0x61746880838547fa",,"https://lh5.googleusercontent.com/p/AF1QipO7d3jAZbCe3HG_bKMydNICY6iRVWJo4MK6fTQq=w426-h240-k-no","23","false","/g/11t71tnd7s","36.7838347","34.5977375","Gazi","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 324 326 77 76","+903243267776","ChIJm-zNcovzJxUR-keFg4BodGE","33130",,"98","4","3","0","1","0","0","2024-12-13T09:44:35.554Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi mah. Gmk Bulvarı Eren Ap, Gazi Mustafa Kemal Blv. No:269 D:355/3",,"false","Dr.Dt. Tuba Şentut Çocuk Diş Hekimi","4","https://www.google.com/maps/search/?api=1&query=Dr.Dt.%20Tuba%20%C5%9Eentut%20%C3%87ocuk%20Di%C5%9F%20Hekimi&query_place_id=ChIJm-zNcovzJxUR-keFg4BodGE","http://www.instagram.com/cocukdishekimi_tuba.sentut"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler, 1901. Sk. No: 25/1, 33140 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","13057734632408954935","Yenişehir","false","TR","0x1527f56c59567095:0xb5366477200d3837",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e9VRbWDEjJ1y0G2-luBKOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.9326&pitch=0&thumbfov=100","1","false","/g/11j8v9djrt","36.7832089","34.593245","Güvenevler",,,,,,,,,,,,,,,"false","+90 850 474 0906","+908504740906","ChIJlXBWWWz1JxURNzgNIHdkNrU","33140",,"102","0",,,,,,"2024-12-13T09:44:38.225Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","1901. Sk. No: 25/1",,"false","Diş Hekimi Ezgi Ünal",,"https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Ezgi%20%C3%9Cnal&query_place_id=ChIJlXBWWWz1JxURNzgNIHdkNrU","https://www.doktorsitesi.com/dt-ezgi-unal/dis-hekimi/mersin"
"true",,,,,"true",,,,"true",,,,"true",,,,"true",,,,,"true",,,,,,,,"true",,"Gazi, Gazi Mustafa Kemal Blv. No:309, 33130 Yenişehir/Mersin, Türkiye","Orthodontist","Dentist",,,,,,,,"Orthodontist","3349820654257581157","Yenişehir","false","TR","0x1527f35877cd7cfd:0x2e7cf4230e4a2c65",,"https://lh5.googleusercontent.com/p/AF1QipMVm1iupzMDawH4G_DKYvrqXMc_tNL4RjaQMDpo=w408-h408-k-no","4","false","/g/11fmz1v6fm","36.7858466","34.6044106","Gazi","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 542 774 46 57","+905427744657","ChIJ_XzNd1jzJxURZSxKDiP0fC4","33130",,"103","20","20","0","0","0","0","2024-12-13T09:44:38.225Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi Mustafa Kemal Blv. No:309",,"false","Uzm.Dr.Ruhengiz Efendiyeva,PhD","5","https://www.google.com/maps/search/?api=1&query=Uzm.Dr.Ruhengiz%20Efendiyeva%2CPhD&query_place_id=ChIJ_XzNd1jzJxURZSxKDiP0fC4","https://mersinidealdent.com/"
,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Gazi, 1306. Sk. No:7 D:1, 33130 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","15741433348103990949","Yenişehir","true","TR","0x1527f35c070d88b1:0xda74ce3a7939eea5",,"https://lh5.googleusercontent.com/p/AF1QipOkSBnIe0KIv4UgXYwEKY-l7S3nkp0Mg2eZ3ehP=w408-h306-k-no","9","false","/g/113gbf23m","36.785193","34.6029643","Gazi",,,,,,,,,,,,,,,"false","+90 324 328 77 88","+903243287788","ChIJsYgNB1zzJxURpe45eTrOdNo","33130",,"108","4","0","0","4","0","0","2024-12-13T09:44:38.225Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","1306. Sk. No:7 D:1","Dr. Ayşegül Akyılmaz","false","Dr. Aysegul Akyilmaz","1","https://www.google.com/maps/search/?api=1&query=Dr.%20Aysegul%20Akyilmaz&query_place_id=ChIJsYgNB1zzJxURpe45eTrOdNo","https://www.doktortakvimi.com/aysegul-akyilmaz/dis-hekimligi/mersin"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler, Hüseyin Okan Merzeci Blv No:528A, 33140 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","17499197517552006789","Yenişehir","false","TR","0x1527f5637b7569d7:0xf2d9a36d7015b685",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0HnWzfnjKhY5MN7t7AMUDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.7093&pitch=0&thumbfov=100","1","false","/g/11jycwg0zr","36.787159","34.5841408","Güvenevler",,,,,,,,,,,,,,,"false",,,"ChIJ12l1e2P1JxURhbYVcG2j2fI","33140",,"109","0",,,,,,"2024-12-13T09:44:38.225Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Hüseyin Okan Merzeci Blv No:528A",,"false","Dt. Aslı Özel Sabuncuoğlu, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Asl%C4%B1%20%C3%96zel%20Sabuncuo%C4%9Flu%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ12l1e2P1JxURhbYVcG2j2fI","https://www.doktortakvimi.com/asli-ozel-sabuncuoglu/dis-hekimi/mersin?utm_source=google&utm_medium=gmb&utm_campaign=264864&utm_content=website"
