"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible car park","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible entrance","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Assistive hearing loop","additionalInfo/Accessibility/4/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free multi-storey car park","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free of charge street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/Free parking lot","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/4/Paid multi-storey car park","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid street parking","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Başak, Özalp Cd. No:89B, 06320 Mamak/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","11508871994292252217","Mamak","false","TR","0x14d35366a7c7b96d:0x9fb7ba1a293b2e39",,"https://lh5.googleusercontent.com/p/AF1QipPbsNQPixdBamnYt2S5lEqIQ-iqgnWGSof9PmdG=w408-h544-k-no","13","false","/g/11s9578ldh","39.965116","32.960957","Başak","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","Closed","false","+90 554 820 10 06","+905548201006","ChIJbbnHp2ZT0xQROS47KRq6t58","06320",,"15","18",,,,,,"2024-12-13T09:42:47.565Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","Özalp Cd. No:89B",,"false","Özel başak ağız ve diş sağlığı polikliniği","4.6","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20ba%C5%9Fak%20a%C4%9F%C4%B1z%20ve%20di%C5%9F%20sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20poliklini%C4%9Fi&query_place_id=ChIJbbnHp2ZT0xQROS47KRq6t58","http://ozelbasakagizvedissagligi.com/"
,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ekin, Bostancık Cd. No:316, 06320 Mamak/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","381592788344944589","Mamak","true","TR","0x14d353aae57740fb:0x54bb09e8626b7cd",,"https://lh6.googleusercontent.com/KM1cTH1DuwmYJDhQbedIPK2v0lb9W-eeeCSNvhsKsnfaZ6S6AhbwfBzRP8TjojY=w408-h306-k-no","3","false","/g/11dd_tgw6x","39.9643066","32.9455566","Ekin","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 312 376 04 99","+903123760499","ChIJ-0B35apT0xQRzbcmhp6wSwU","06320",,"17","18",,,,,,"2024-12-13T09:42:47.565Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","Bostancık Cd. No:316",,"false","Türkan Yağlı","2.6","https://www.google.com/maps/search/?api=1&query=T%C3%BCrkan%20Ya%C4%9Fl%C4%B1&query_place_id=ChIJ-0B35apT0xQRzbcmhp6wSwU","https://www.doktortakvimi.com/turkan-yagli/dis-hekimi/ankara"
,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karapürçek, Karapürçek Cd. No:139/A, 06165 Altındağ/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","5110204207942719989","Altındağ","false","TR","0x14d3531af5a7f863:0x46eb17a6f021d9f5",,"https://lh5.googleusercontent.com/p/AF1QipPArE1W5tYNttSDV74d9-B1QWO_aTosf9oWp8F3=w426-h240-k-no","12","false","/g/11fq_685v2","39.977195","32.964766","Karapürçek","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","Closed","false","+90 549 468 80 83","+905494688083","ChIJY_in9RpT0xQR9dkh8KYX60Y","06165",,"18","12",,,,,,"2024-12-13T09:42:47.565Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","Karapürçek Cd. No:139/A",,"false","Karapürçek Diş Merkezi Mutludent","4","https://www.google.com/maps/search/?api=1&query=Karap%C3%BCr%C3%A7ek%20Di%C5%9F%20Merkezi%20Mutludent&query_place_id=ChIJY_in9RpT0xQR9dkh8KYX60Y","https://www.mutludent.com/"
"true",,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Akşemsettin, Doğukent Cd. No:155 D:157, 06480 Mamak/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","831807520837347818","Mamak","false","TR","0x28e5b7276a31d7b7:0xb8b2c88790229ea",,"https://lh5.googleusercontent.com/p/AF1QipNls5sKSSR3cJwIQUg-VUtx8Tv_ypljRwcJrqFJ=w408-h544-k-no","2","false","/g/11wwqr1s_n","39.8982079","32.936881","Akşemsettin","Monday","10 AM to 10 PM","Tuesday","10 AM to 10 PM","Wednesday","10 AM to 10 PM","Thursday","10 AM to 10 PM","Friday","10 AM to 10 PM","Saturday","10 AM to 10 PM","Sunday","Closed","false","+90 545 907 18 07","+905459071807","ChIJt9cxaie35SgR6ikCeYgsiws","06480",,"19","16",,,,,,"2024-12-13T09:42:47.565Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","Doğukent Cd. No:155 D:157",,"false","Mamak Dişçi - Demirkök Ağız ve Diş Sağlığı Kliniği","5","https://www.google.com/maps/search/?api=1&query=Mamak%20Di%C5%9F%C3%A7i%20-%20Demirk%C3%B6k%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Klini%C4%9Fi&query_place_id=ChIJt9cxaie35SgR6ikCeYgsiws","https://demirkokmamakdisci.com.tr/"
,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feridun Çelik, 1048. Cd. 187/D, 06360 Altındağ/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","17312743089625159453","Altındağ","false","TR","0x14d34df06666875b:0xf043381cf8b4d71d",,"https://lh5.googleusercontent.com/p/AF1QipO9AxTCUkWrKCVxS9k4ra2B3i4wu26oo9322ZIR=w426-h240-k-no","25","false","/g/11k4lckhf8","39.9779916","32.9341916","Feridun Çelik","Monday","9 AM to 7 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","Closed","false","+90 533 428 95 91","+905334289591","ChIJW4dmZvBN0xQRHde0-Bw4Q_A","06360",,"9","7",,,,,,"2024-12-13T09:42:47.954Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.033063323883454,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","1048. Cd. 187/D",,"false","Özel Altındağ Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Alt%C4%B1nda%C4%9F%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJW4dmZvBN0xQRHde0-Bw4Q_A","http://www.aydinlikevlerdisklinigi.com/"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,"Saray Cumhuriyet, Mahallesi, Belediye Cd. 34/B, 06146 Pursaklar/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","16447389675817505763","Pursaklar","false","TR","0x408208c6989a25a3:0xe440ddc4a58793e3",,"https://lh5.googleusercontent.com/p/AF1QipPRAJZzDnqSb1371H6ngQsh8cmrFgr35vLZ_7m7=w408-h272-k-no","19","false","/g/11ck6bb7sk","40.0697119","32.9275029","Saray Cumhuriyet","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 312 399 39 39","+903123993939","ChIJoyWamMYIgkAR45OHpcTdQOQ","06146",,"19","86",,,,,,"2024-12-13T09:42:47.954Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.033063323883454,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","Mahallesi, Belediye Cd. 34/B","Saray 1 Ağız Ve Diş Sağlığı Polikliniği","false","Saray Ağız ve Diş Sağlığı Polikliniği","4.2","https://www.google.com/maps/search/?api=1&query=Saray%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJoyWamMYIgkAR45OHpcTdQOQ","http://saraydis.com/index.php?route=common/home"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Saray Fatih, Ertuğrul Gazi Sk. Meydan AVM No :27/O, 06145 Pursaklar/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","17700105943528266840","Pursaklar","false","TR","0x14d34f231bb8674d:0xf5a3689392c85c58",,"https://lh5.googleusercontent.com/p/AF1QipOf4UBYnlDp1kHRoj_MvKQEyuyYQVbRJja2Ox5E=w408-h306-k-no","11","false","/g/11mk87g5fp","40.0587744","32.9123787","Saray Fatih","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 312 433 88 38","+903124338838","ChIJTWe4GyNP0xQRWFzIkpNoo_U","06145",,"23","15","15","0","0","0","0","2024-12-13T09:42:48.891Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.033063323883454,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","Ertuğrul Gazi Sk. Meydan AVM No :27/O",,"false","BARİDENT","5","https://www.google.com/maps/search/?api=1&query=BAR%C4%B0DENT&query_place_id=ChIJTWe4GyNP0xQRWFzIkpNoo_U","http://www.barident.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"İlkyerleşim Mah Başkent Bulvarı Labirent İş Merkezi A2 Blok 204/13, 06370 Yenimahalle/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","12666602770508648027","Yenimahalle","false","TR","0x14d34d3ff47ee63b:0xafc8d01bf7258e5b",,"https://lh5.googleusercontent.com/p/AF1QipOuEiT2DMKdvFjRbq2iyK2HeR7RAxggWL5YVGDt=w408-h725-k-no","15","false","/g/12ml2lbb5","39.9691419","32.7267239","İlkyerleşim","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","8:30 AM to 7 PM","Sunday","Closed","false","+90 850 474 1821","+908504741821","ChIJO-Z-9D9N0xQRW44l9xvQyK8","06370",,"81","5","4","0","1","0","0","2024-12-13T09:42:49.861Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.62657373255058,13z?hl=en","diş hekimleri","Ankara","İlkyerleşim Mah Başkent Bulvarı Labirent İş Merkezi A2 Blok 204/13","Diş Hekimi Fatma Kaya","false","Dentist-Fatma Kaya","4.2","https://www.google.com/maps/search/?api=1&query=Dentist-Fatma%20Kaya&query_place_id=ChIJO-Z-9D9N0xQRW44l9xvQyK8","https://business.google.com/site/l/16667556846794220678"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bağlıca, Etimesgut Blv. No: 33/4, 06790 Etimesgut/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","17995990521492439043","Etimesgut","false","TR","0x14d339c1de2c99b7:0xf9be9a084eda8003",,"https://lh5.googleusercontent.com/p/AF1QipPbOKFJnJ8EkK6NI3rqfESnZHRq2Z1ksPPbmP1d=w408-h543-k-no","4","false","/g/11tx5p0r5r","39.9093742","32.649231","Bağlıca",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJt5ks3sE50xQRA4DaTgiavvk","06790",,"84","0",,,,,,"2024-12-13T09:42:49.861Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.62657373255058,13z?hl=en","diş hekimleri","Ankara","Etimesgut Blv. No: 33/4",,"false","Dt. Canan Akbulut Karakuş, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Canan%20Akbulut%20Karaku%C5%9F%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJt5ks3sE50xQRA4DaTgiavvk","https://www.doktortakvimi.com/canan-akbulut-karakus/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=123853&utm_content=website"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,"true",,,"Koru, North Star Plaza, Ahmet Taner Kışlalı Cd. D:4/L, 06810 Çankaya/Ankara, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","2799771026262788854","Çankaya","false","TR","0x14d338dd270d14e7:0x26dac8ea20d30af6",,"https://lh5.googleusercontent.com/p/AF1QipP2AMz2HSqxT2MjFtNpo96v1BmyNI5KXVJoQdg_=w408-h272-k-no","24","false","/g/11b7l3tkqp","39.8818577","32.6831542","Koru","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 6:30 PM","Sunday","Closed","false","+90 543 240 41 95","+905432404195","ChIJ5xQNJ9040xQR9grTIOrI2iY","06810",,"85","84","71","0","12","1","0","2024-12-13T09:42:49.861Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.62657373255058,13z?hl=en","diş hekimleri","Ankara","North Star Plaza, Ahmet Taner Kışlalı Cd. D:4/L","Dentia Ağız Diş Sağlığı Polikliniği","false","Dentium to Oral Health Clinic","4.4","https://www.google.com/maps/search/?api=1&query=Dentium%20to%20Oral%20Health%20Clinic&query_place_id=ChIJ5xQNJ9040xQR9grTIOrI2iY","https://dentia.com.tr/"
,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eryaman, Altay, 2666. cadde 5B D:A, 06820 Etimesgut/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","6043551131104339221","Etimesgut","false","TR","0x14d3373e41362c1b:0x53df01bbcf626515",,"https://lh5.googleusercontent.com/p/AF1QipPAlBZf2x-j6oFH5RY-bCH6Gt9qV7Z3yQzwcxG9=w426-h240-k-no","3","false","/g/11c5zz0wpn","39.966982","32.6396228","Eryaman","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 5 PM","Sunday","9 AM to 5 PM","false","+90 312 281 11 36","+903122811136","ChIJGyw2QT430xQRFWViz7sB31M","06820",,"93","23","22","1","0","0","0","2024-12-13T09:42:49.861Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.62657373255058,13z?hl=en","diş hekimleri","Ankara","Altay, 2666. cadde 5B D:A",,"false","Dt. Şakir Bacak","5","https://www.google.com/maps/search/?api=1&query=Dt.%20%C5%9Eakir%20Bacak&query_place_id=ChIJGyw2QT430xQRFWViz7sB31M","http://www.sakirbacak.com/"
,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeşilova, Prof. Dr. Necmettin Erbakan Cd No:15/1-13, 06794 Etimesgut/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","16464377527012166898","Etimesgut","false","TR","0x14d33bb55930e161:0xe47d3820f97c0cf2",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8ujOlujn0x-SeZhCoM0YwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.5295949&pitch=0&thumbfov=100","1","false","/g/11s99n3j5p","39.9569895","32.6045356","Yeşilova",,,,,,,,,,,,,,,"false",,,"ChIJYeEwWbU70xQR8gx8-SA4feQ","06794",,"97","2","2","0","0","0","0","2024-12-13T09:42:49.861Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.62657373255058,13z?hl=en","diş hekimleri","Ankara","Prof. Dr. Necmettin Erbakan Cd No:15/1-13",,"false","Dt. Elif Merve Dur, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Elif%20Merve%20Dur%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJYeEwWbU70xQR8gx8-SA4feQ","https://www.doktortakvimi.com/elif-merve-dur/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=147774&utm_content=website"
,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2432. Cadde Çamlıca Bulvar Sitesi B Blok No: 20 Ümitköy, 06810, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","13323712845958641136","Çankaya","true","TR","0x14d33862789cdd8d:0xb8e7563dc8ac75f0",,"https://lh3.googleusercontent.com/Z9nkgnlNJWDdD8Zq2k_KYEyXGZLgwmMUvLeMxgCRoL-_VFy0yBC8Xc49i1aNIhdi=w426-h240-k-no","3","false","/g/1ptw2rpy6","39.8958267","32.7035384","Ümit","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","Closed","false","+90 312 235 25 08","+903122352508","ChIJjd2ceGI40xQR8HWsyD1W57g","06810",,"99","10","10","0","0","0","0","2024-12-13T09:42:49.861Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.62657373255058,13z?hl=en","diş hekimleri","Ankara","2432. Cadde Çamlıca Bulvar Sitesi B Blok No: 20 Ümitköy",,"false","Diş Hekimi E. Tayfun Kaya","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20E.%20Tayfun%20Kaya&query_place_id=ChIJjd2ceGI40xQR8HWsyD1W57g","http://www.emintayfunkaya.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Topçu, 1522. Sk 7/4, 06796 Etimesgut/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","7325159314173849381","Etimesgut","true","TR","0x14d33a11c061c64d:0x65a83195fc79ef25",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SJuRwrabhO2FxiPwHW-j1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.6965&pitch=0&thumbfov=100","1","false","/g/11dfpcqhwj","39.951107","32.6124713","Topçu",,,,,,,,,,,,,,,"false","+90 312 260 16 26","+903122601626","ChIJTcZhwBE60xQRJe95_JUxqGU","06796",,"100","4","3","0","1","0","0","2024-12-13T09:42:49.862Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.62657373255058,13z?hl=en","diş hekimleri","Ankara","1522. Sk 7/4",,"false","Diş Hekimi Ayzer Bal","4","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Ayzer%20Bal&query_place_id=ChIJTcZhwBE60xQRJe95_JUxqGU","https://www.tikla.com.tr/ayzer-bal-muayenehanesi.html"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,"Şahintepe, Gamze Özdemir Cd. 20/A, 06480 Mamak/Ankara, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dental implants provider","Dentist","Emergency dental service","Endodontist","Oral surgeon","Orthodontist","Pediatric dentist","Dental clinic","8337111011907141112","Mamak","false","TR","0x14d351c395555555:0x73b35e4b1db8fdf8",,"https://lh5.googleusercontent.com/p/AF1QipNje359GyizttYYdzPs1EPNE0SCBMSgvv1LQkrp=w408-h272-k-no","93","false","/g/11sww4p8nt","39.9225003","32.9174812","Şahintepe","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+90 312 543 30 36","+903125433036","ChIJVVVVlcNR0xQR-P24HUtes3M","06480",,"28","563","551","7","5","0","0","2024-12-13T09:42:51.548Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","Gamze Özdemir Cd. 20/A",,"false","Misket Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Misket%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJVVVVlcNR0xQR-P24HUtes3M","https://www.misketdispoliklinigi.com.tr/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Akşemsettin, Doğukent Cd. A-B Blok No: 131h, 06480 Mamak/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","2171279766629941068","Mamak","false","TR","0x14d3517e61b59a2f:0x1e21ef719df87f4c",,"https://lh5.googleusercontent.com/p/AF1QipMb6XZ4ygIilPU7HTx1OrX2oEotTqZRnMle9B2H=w408-h543-k-no","20","false","/g/11wc8xt72x","39.8907207","32.9342409","Akşemsettin","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 543 349 61 35","+905433496135","ChIJL5q1YX5R0xQRTH_4nXHvIR4","06480",,"33","31","31","0","0","0","0","2024-12-13T09:42:51.549Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,33.02672653137644,13z?hl=en","diş hekimleri","Ankara","Doğukent Cd. A-B Blok No: 131h",,"false","Anafartalar Doğukent Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Anafartalar%20Do%C4%9Fukent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJL5q1YX5R0xQRTH_4nXHvIR4","http://anafartalardis.com/"
