"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,"Çaybaşı, Değirmenönü Cd., 07100 Muratpaşa/Antalya, Türkiye","Dental clinic","Dental implants periodontist",,,,,,,,,"Dental clinic","15114113029054132946","Muratpaşa","false","TR","0x14c3854cd8c3ad61:0xd1c01db8cfdff2d2",,"https://lh5.googleusercontent.com/p/AF1QipNgwHGhupWOh70qJPqymjdzkcARmZz0WcinfCfT=w408-h544-k-no","63","false","/g/11bbx15ggx","36.8861381","30.7264893","Çaybaşı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 531 595 20 81","+905315952081","ChIJYa3D2EyFwxQR0vLfz7gdwNE","07100",,"14","28",,,,,,"2024-12-13T09:45:15.181Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Değirmenönü Cd.","Diş Hekimi Zeynep Güner medentika - implant fiyatları - diş çekimi nucleoss Straumann implant fiyatları implantaten","false","Dentists Sheng Zeynep Güner","4.8","https://www.google.com/maps/search/?api=1&query=Dentists%20Sheng%20Zeynep%20G%C3%BCner&query_place_id=ChIJYa3D2EyFwxQR0vLfz7gdwNE","https://www.dtgdentalklinik.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,,,,,,,,"true","true","Şirinyalı Mah. İsmet Gökşen Cad Osman Eceoğlu Sit. B-Blok No.114/A, 07160 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14916106000465390202","Muratpaşa","false","TR","0x14c39ae9023a0f49:0xcf00a760e5cfea7a",,"https://lh5.googleusercontent.com/p/AF1QipPsfxSx6UjOHEu2B3hgaY-Z_KZsrOCYc2K-CwlK=w408-h544-k-no","579","false","/g/11c1nckf5l","36.8582174","30.7434064","Şirinyalı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 242 247 49 54","+902422474954","ChIJSQ86AumawxQReurP5WCnAM8","07160",,"8","573",,,,,,"2024-12-13T09:45:15.901Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Şirinyalı Mah. İsmet Gökşen Cad Osman Eceoğlu Sit. B-Blok No.114/A","Myra Ağız ve Diş Sağlığı Polikliniği","false","Myra Dental Centre Turkey (Veneers Turkey, Crowns Turkey, Dental Implants Turkey, Dentist Turkey, Teeth Whitening)","4.9","https://www.google.com/maps/search/?api=1&query=Myra%20Dental%20Centre%20Turkey%20(Veneers%20Turkey%2C%20Crowns%20Turkey%2C%20Dental%20Implants%20Turkey%2C%20Dentist%20Turkey%2C%20Teeth%20Whitening)&query_place_id=ChIJSQ86AumawxQReurP5WCnAM8","https://www.myradental.co.uk/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Şirinyalı, No: 98, İsmet Gökşen Cd., 07160 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","12288865199545132095","Muratpaşa","false","TR","0x14c39ae96e026807:0xaa8ad1ca2f8c243f",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JVktha2jyR-cr--q24nVsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.4322&pitch=0&thumbfov=100","3","false","/g/11cjp5fm_t","36.8583672","30.7415638","Şirinyalı","Monday","8:30 AM to 6:30 PM","Tuesday","8:30 AM to 6:30 PM","Wednesday","8:30 AM to 6:30 PM","Thursday","8:30 AM to 6:30 PM","Friday","8:30 AM to 6:30 PM","Saturday","8:30 AM to 4 PM","Sunday","Closed","false","+90 242 244 22 11","+902422442211","ChIJB2gCbumawxQRPySML8rRiqo","07160",,"10","2",,,,,,"2024-12-13T09:45:15.901Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","No: 98, İsmet Gökşen Cd.",,"false","Diş Hekimi Selim Selçuk","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Selim%20Sel%C3%A7uk&query_place_id=ChIJB2gCbumawxQRPySML8rRiqo","http://denttalya.com/"
"true",,,,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,"true",,,"true",,,,,,,"true","Çaybaşı, Ali Çetinkaya Cd. No:168/A, 07100 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","3521342059418831017","Muratpaşa","false","TR","0x14c385368dc3f7d9:0x30de51f2384d48a9",,"https://lh5.googleusercontent.com/p/AF1QipMepTDq0YFMgejSGvGdge-q2PjK7L6FmeLwI-Y1=w408-h271-k-no","22","false","/g/11wh5fl_6m","36.8866101","30.7271631","Çaybaşı","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 507 807 07 70","+905078070770","ChIJ2ffDjTaFwxQRqUhNOPJR3jA","07100",,"11","40",,,,,,"2024-12-13T09:45:15.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Ali Çetinkaya Cd. No:168/A",,"false","Özel TNC Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20TNC%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ2ffDjTaFwxQRqUhNOPJR3jA","https://tncsmile.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,,"true",,"Meydankavağı, Mahallesi, Perge Blv. İnci Apt No:32 Kat 2/1, 07200 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","10711459057849651443","Muratpaşa","false","TR","0x14c38511b1930055:0x94a6bf42e944d0f3",,"https://lh5.googleusercontent.com/p/AF1QipNP4RSuRurgm9bPJdDfNInu5jBpiQqrMrsehEUj=w408-h884-k-no","35","false","/g/11jlnmzg4l","36.8817702","30.7393899","Meydankavağı","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","10 AM to 1 PM","Sunday","Closed","false","+90 242 322 20 49","+902423222049","ChIJVQCTsRGFwxQR89BE6UK_ppQ","07200",,"13","26",,,,,,"2024-12-13T09:45:15.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Mahallesi, Perge Blv. İnci Apt No:32 Kat 2/1",,"false","Mediha Şanlı Çağlayan Diş Kliniği","4.5","https://www.google.com/maps/search/?api=1&query=Mediha%20%C5%9Eanl%C4%B1%20%C3%87a%C4%9Flayan%20Di%C5%9F%20Klini%C4%9Fi&query_place_id=ChIJVQCTsRGFwxQR89BE6UK_ppQ","https://www.dishekimimediha.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Kızıltoprak, 919. Sk. No:23/A, 07300 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","3600244986290327960","Muratpaşa","false","TR","0x14c385cf06096f0b:0x31f6a3bd78375198",,"https://lh5.googleusercontent.com/p/AF1QipPzFAtJzcr1bDj3yCiebksa-jKEQ1mEKttL9ERQ=w408-h408-k-no","63","false","/g/11swbrz5rl","36.8884955","30.7315671","Kızıltoprak","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 501 374 80 85","+905013748085","ChIJC28JBs-FwxQRmFE3eL2j9jE","07300",,"15","82",,,,,,"2024-12-13T09:45:15.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","919. Sk. No:23/A",,"false","Betadent Ağız ve Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=Betadent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJC28JBs-FwxQRmFE3eL2j9jE","https://www.betadenttr.com/"
,,"true",,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Kızıltoprak mahallesi, Aspendos Bulvarı, Çam Plaza, no:19/B, 07300 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","17715738251207874692","Muratpaşa","false","TR","0x14c3913d90871343:0xf5daf213d50b9884",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KdZLQWKWqoDYaTXYiv_XWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.3052&pitch=0&thumbfov=100","3","false","/g/11ft91fdv0","36.8872592","30.731923","Kızıltoprak","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","Closed","Sunday","Closed","false",,,"ChIJQxOHkD2RwxQRhJgL1RPy2vU","07300",,"18","0",,,,,,"2024-12-13T09:45:15.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Kızıltoprak mahallesi, Aspendos Bulvarı, Çam Plaza, no:19/B",,"false","Dt. Hatice Bedeloğlu, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Hatice%20Bedelo%C4%9Flu%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJQxOHkD2RwxQRhJgL1RPy2vU","https://www.doktortakvimi.com/hatice-bedeloglu/dis-hekimi/antalya?utm_source=google&utm_medium=gmb&utm_campaign=239820"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Şirinyalı, güzel apt, İsmet Gökşen Cd. 18/a, 07160 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","9636633865223688091","Muratpaşa","false","TR","0x14c39b2e8477416d:0x85bc33717f284f9b",,"https://lh5.googleusercontent.com/p/AF1QipOvuxsPvXzs6hYiefTEuJX7fXYC6y_3GZMwJZyX=w408-h272-k-no","51","false","/g/11jch00j1j","36.8622803","30.7296814","Şirinyalı","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 242 316 30 00","+902423163000","ChIJbUF3hC6bwxQRm08of3EzvIU","07160",,"22","231","223","0","8","0","0","2024-12-13T09:45:16.654Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","güzel apt, İsmet Gökşen Cd. 18/a",,"false","Dentares Smile Clinic","4.9","https://www.google.com/maps/search/?api=1&query=Dentares%20Smile%20Clinic&query_place_id=ChIJbUF3hC6bwxQRm08of3EzvIU","https://dentaressmile.co.uk/"
,,"true",,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Fener, 07160 Muratpaşa/Antalya, Türkiye","Dentist","Cosmetic dentist","Dental clinic","Dental implants periodontist","Emergency dental service",,,,,,"Dentist","10021025383512137221","Muratpaşa","false","TR","0x14c39ae876450687:0x8b11d57e1d69de05",,"https://lh5.googleusercontent.com/p/AF1QipMjTI4k56_1iy2ROfo7LOCuZ8rIaZMU1eG58BHi=w408-h265-k-no","12","false","/g/1v6k2n91","36.8584931","30.7463955","Fener","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","8:30 AM to 7 PM","Sunday","Closed","false","+90 242 324 75 95","+902423247595","ChIJhwZFduiawxQRBd5pHX7VEYs","07160",,"33","29","25","0","4","0","0","2024-12-13T09:45:16.654Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.73735442786738,16z?hl=en","diş hekimleri","Antalya",,"Beyaz Estetik Ağız ve Diş Sağlığı Polikliniği","false","White Aesthetic Dental Clinic","4.4","https://www.google.com/maps/search/?api=1&query=White%20Aesthetic%20Dental%20Clinic&query_place_id=ChIJhwZFduiawxQRBd5pHX7VEYs","http://beyazestetik.com.tr/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Fener, Bülent Ecevit Blv. Rüyamkent 1 Sitesi C Blok No: 3/1, 07160 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","9423652225082025378","Muratpaşa","false","TR","0x14c39b2e97553425:0x82c789c522d565a2",,"https://lh5.googleusercontent.com/p/AF1QipNMk4uPRgQQYdT7LjAqMY5bubumsF5pBBnIGcwq=w408-h408-k-no","7","false","/g/11sc_r1_1y","36.8585093","30.7464311","Fener","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 552 714 75 95","+905527147595","ChIJJTRVly6bwxQRomXVIsWJx4I","07160",,"34","6","6","0","0","0","0","2024-12-13T09:45:16.654Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Bülent Ecevit Blv. Rüyamkent 1 Sitesi C Blok No: 3/1",,"false","Diş Hekimi Nazmiye Elmacı - Antalya Dental Health","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Nazmiye%20Elmac%C4%B1%20-%20Antalya%20Dental%20Health&query_place_id=ChIJJTRVly6bwxQRomXVIsWJx4I","https://www.antalyadisklinik.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,"true",,,,,,,,"Yeşilbahçe, Metin Kasapoğlu Cd. No:88, 07160 Muratpaşa/Antalya, Türkiye","Dentist","Dental clinic","Pediatric dentist",,,,,,,,"Dentist","12773146870307203777","Muratpaşa","false","TR","0x14c39a96241d3f5f:0xb14355674c8daac1",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dz_wR48hDCyBEKTF1gh9sg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.42807&pitch=0&thumbfov=100","1","false","/g/11szckhcch","36.8651967","30.7274016","Yeşilbahçe","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 535 814 67 07","+905358146707","ChIJXz8dJJaawxQRwaqNTGdVQ7E","07160",,"35","12","10","0","2","0","0","2024-12-13T09:45:16.654Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Metin Kasapoğlu Cd. No:88",,"false","Cesur Kuşlar Çocuk Diş Kliniği","4.3","https://www.google.com/maps/search/?api=1&query=Cesur%20Ku%C5%9Flar%20%C3%87ocuk%20Di%C5%9F%20Klini%C4%9Fi&query_place_id=ChIJXz8dJJaawxQRwaqNTGdVQ7E","http://www.cesurkuslarcocukdisklinigi.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Yeşilbahçe, Metin Kasapoğlu Cd. Küçükkaya Sitesi A Blok/4, 07160 Muratpaşa/Antalya, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","10027368567861192977","Muratpaşa","false","TR","0x14c39b49501948e9:0x8b285e95cf48a911",,"https://lh5.googleusercontent.com/p/AF1QipN9bdHNG50ZmM1dOvEbO3r-CjZaunuSnWBxMAVR=w408-h408-k-no","28","false","/g/11j7h60356","36.8699724","30.7198334","Yeşilbahçe","Monday","Closed","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 850 811 8403","+908508118403","ChIJ6UgZUEmbwxQREalIz5VeKIs","07160",,"31","16","14","0","2","0","0","2024-12-13T09:45:17.133Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Metin Kasapoğlu Cd. Küçükkaya Sitesi A Blok/4",,"false","Dr. Dt. Şule Şimşek, Çocuk Diş Hekimliği (Pedodonti)","4.5","https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20%C5%9Eule%20%C5%9Eim%C5%9Fek%2C%20%C3%87ocuk%20Di%C5%9F%20Hekimli%C4%9Fi%20(Pedodonti)&query_place_id=ChIJ6UgZUEmbwxQREalIz5VeKIs","https://www.doktorsitesi.com/uzm-dr-dt-sule-simsek/dis-hekimi-pedodonti/antalya"
,"true",,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Meydankavağı, 1595. Sk. no:6a, 07200 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","4538701807572530365","Muratpaşa","false","TR","0x14c385958e48b687:0x3efcb53f35c8b4bd",,"https://lh5.googleusercontent.com/p/AF1QipOV2OB5MF6JqjJgWSN8H-pl8s9fU0kD1BRBL4s5=w408-h272-k-no","64","false","/g/11vbjcj332","36.8859983","30.7310035","Meydankavağı","Monday","9 AM to 7:30 PM","Tuesday","9 AM to 7:30 PM","Wednesday","9 AM to 7:30 PM","Thursday","9 AM to 7:30 PM","Friday","9 AM to 7:30 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 506 037 70 37","+905060377037","ChIJh7ZIjpWFwxQRvbTINT-1_D4","07200",,"21","133","132","0","1","0","0","2024-12-13T09:45:17.255Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","1595. Sk. no:6a",,"false","Sundent Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Sundent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJh7ZIjpWFwxQRvbTINT-1_D4","https://www.sundentclinic.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Çaybaşı, Furkan Apt, Değirmenönü Cd. No:99, 07000 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","5783687543986624619","Muratpaşa","false","TR","0xabaeb34fa3900a69:0x5043c92d8f2c986b",,"https://lh5.googleusercontent.com/p/AF1QipMg_TOp6uLPMC95b-8U7RnpCduMZcq8d_BSDMwY=w408-h544-k-no","102","false","/g/11s8k9ct5k","36.8853089","30.7246699","Çaybaşı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 546 455 98 04","+905464559804","ChIJaQqQo0-zrqsRa5gsjy3JQ1A","07000",,"24","138","135","1","2","0","0","2024-12-13T09:45:17.256Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Furkan Apt, Değirmenönü Cd. No:99",,"false","Calinalti Smile","4.9","https://www.google.com/maps/search/?api=1&query=Calinalti%20Smile&query_place_id=ChIJaQqQo0-zrqsRa5gsjy3JQ1A","https://www.calinaltismile.com/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Çaybaşı, 1358. Sk. Premier Plaza D:1 B Blok, 07100 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","2188379522250783287","Muratpaşa","false","TR","0x14c3911810c3d179:0x1e5eaf94b97f3a37",,"https://lh5.googleusercontent.com/p/AF1QipNcGAC6SPAm6D7u3I7-tItJ45AURDoFUUB_UW0=w408-h272-k-no","13","false","/g/11txdk014_","36.8871864","30.7235393","Çaybaşı","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 546 606 83 86","+905466068386","ChIJedHDEBiRwxQRNzp_uZSvXh4","07100",,"32","12","12","0","0","0","0","2024-12-13T09:45:17.256Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","1358. Sk. Premier Plaza D:1 B Blok",,"false","Diş Hekimi Protez Uzmanı Funda Özen","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Protez%20Uzman%C4%B1%20Funda%20%C3%96zen&query_place_id=ChIJedHDEBiRwxQRNzp_uZSvXh4","https://www.fundaozen.com/"
,"true",,,,,,,"true",,,,,,,"false",,,,,,,,,,"true",,,,,"true",,,,,,,,"Çaybaşı, Guner apt, Değirmenönü Cd. 119 /1, 07000 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","6629283069235400618","Muratpaşa","false","TR","0x14c385b4238d6be3:0x5bfff1d3f9498faa",,"https://lh5.googleusercontent.com/p/AF1QipNymMlDITpy4978VVvduqCK2zD5v-QGufilEScT=w408-h408-k-no","21","false","/g/11tcr774d6","36.8861368","30.7264885","Çaybaşı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 531 595 20 81","+905315952081","ChIJ42uNI7SFwxQRqo9J-dPx_1s","07000",,"37","37","35","0","2","0","0","2024-12-13T09:45:17.256Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","Guner apt, Değirmenönü Cd. 119 /1",,"false","DTG implant antalya nobel biocare 1 günde implant kanal yenileme diş sıkma tedavisi Diş çekimi antalya bruksizm tedavisi","4.8","https://www.google.com/maps/search/?api=1&query=DTG%20implant%20antalya%20nobel%20biocare%201%20g%C3%BCnde%20implant%20kanal%20yenileme%20di%C5%9F%20s%C4%B1kma%20tedavisi%20Di%C5%9F%20%C3%A7ekimi%20antalya%20bruksizm%20tedavisi&query_place_id=ChIJ42uNI7SFwxQRqo9J-dPx_1s","https://www.dtgdentalklinik.com/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Kızıltoprak, 921. Sk. No:29, 07300 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","8095140892242154960","Muratpaşa","false","TR","0x14c3856330eb2889:0x7057b7c068d515d0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h7MQsv4hrB6GMTwu4_RC-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.078399&pitch=0&thumbfov=100","1","false","/g/11hf7zmt9h","36.8881299","30.7336992","Kızıltoprak",,,,,,,,,,,,,,,"false",,,"ChIJiSjrMGOFwxQR0BXVaMC3V3A","07300",,"40","0",,,,,,"2024-12-13T09:45:17.256Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.73735442786738,16z?hl=en","diş hekimleri","Antalya","921. Sk. No:29",,"false","Diş Hekimi Muzaffer Serbest",,"https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Muzaffer%20Serbest&query_place_id=ChIJiSjrMGOFwxQR0BXVaMC3V3A","https://www.doktorsitesi.com/dt-muzaffer-serbest/dis-hekimi/antalya"
